,filename,gender,sampling_rate,dialect,source,mic_type
129,./audio_data/voxforge/sarah-20140107-klo/wav/a0435.wav,female,48000,American English,VoxForge,headset mic
130,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0360.wav,female,48000,American English,VoxForge,laptop built
131,./audio_data/voxforge/anonymous-20090917-tgz/wav/ar-17.wav,female,48000,American English,VoxForge,laptop built
132,./audio_data/voxforge/anonymous-20120922-ydr/wav/a0250.wav,female,48000,American English,VoxForge,laptop built
133,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0355.wav,female,48000,American English,VoxForge,usb desktop boom mic
134,./audio_data/voxforge/anonymous-20080621-gtr/wav/a0445.wav,female,48000,American English,VoxForge,laptop built
135,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-18.wav,female,48000,American English,VoxForge,usb headset mic
136,./audio_data/voxforge/Melissa-20081211-ehn/wav/b0377.wav,female,48000,American English,VoxForge,laptop built
137,./audio_data/voxforge/tdor-20131029-czi/wav/b0268.wav,female,48000,American English,VoxForge,usb desktop boom mic
138,./audio_data/voxforge/anonymous-20160104-pdj/wav/a0520.wav,female,48000,American English,VoxForge,laptop built
139,./audio_data/voxforge/anonymous-20090917-xwg/wav/b0325.wav,female,48000,American English,VoxForge,laptop built
140,./audio_data/voxforge/Anniepoo-20140308-nky/wav/b0076.wav,female,48000,American English,VoxForge,headset mic
141,./audio_data/voxforge/anonymous-20100125-dlh/wav/b0214.wav,female,48000,American English,VoxForge,laptop built
142,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/ar-23.wav,female,48000,American English,VoxForge,headset mic
143,./audio_data/voxforge/lindavg-20081007-trz/wav/a0263.wav,female,48000,American English,VoxForge,headset mic
144,./audio_data/voxforge/anonymous-20090917-ztw/wav/b0155.wav,female,48000,American English,VoxForge,laptop built
145,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0073.wav,female,48000,American English,VoxForge,headset mic
146,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0521.wav,female,48000,American English,VoxForge,headset mic
147,./audio_data/voxforge/anonymous-20090326-ekm/wav/a0288.wav,female,48000,American English,VoxForge,headset mic
148,./audio_data/voxforge/anonymous-20120427-msw/wav/a0069.wav,female,48000,American English,VoxForge,laptop built
149,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0256.wav,female,48000,American English,VoxForge,headset mic
150,./audio_data/voxforge/lindavg-20081007-adc/wav/b0133.wav,female,48000,American English,VoxForge,headset mic
151,./audio_data/voxforge/anonymous-20110424-pzj/wav/a0208.wav,female,48000,American English,VoxForge,laptop built
152,./audio_data/voxforge/anonymous-20171019-ylc/wav/en-0896.wav,female,48000,American English,VoxForge,laptop built
153,./audio_data/voxforge/jlrice9673-20090622-nop/wav/b0471.wav,female,48000,American English,VoxForge,headset mic
154,./audio_data/voxforge/anonymous-20171019-wwq/wav/en-0641.wav,female,48000,American English,VoxForge,laptop built
155,./audio_data/voxforge/Anniepoo-20140308-nky/wav/b0073.wav,female,48000,American English,VoxForge,headset mic
156,./audio_data/voxforge/anonymous-20090917-ztw/wav/b0158.wav,female,48000,American English,VoxForge,laptop built
157,./audio_data/voxforge/anonymous-20081026-ewe/wav/b0538.wav,female,48000,American English,VoxForge,laptop built
158,./audio_data/voxforge/allison-20120707-xik/wav/a0184.wav,female,48000,American English,VoxForge,headset mic
159,./audio_data/voxforge/anonymous-20100311-nos/wav/b0487.wav,female,48000,American English,VoxForge,usb headset mic
160,./audio_data/voxforge/aileen-20080831-zdn/wav/a0124.wav,female,48000,American English,VoxForge,headset mic
161,./audio_data/voxforge/sarah-20140107-klo/wav/a0428.wav,female,48000,American English,VoxForge,headset mic
162,./audio_data/voxforge/lindavg-20081007-oyi/wav/a0361.wav,female,48000,American English,VoxForge,headset mic
163,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/rb-04.wav,female,48000,American English,VoxForge,headset mic
164,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0518.wav,female,48000,American English,VoxForge,headset mic
165,./audio_data/voxforge/Anniepoo-20140308-xot/wav/b0170.wav,female,48000,American English,VoxForge,headset mic
166,./audio_data/voxforge/bjb-20120409-cao/wav/b0272.wav,female,48000,Canadian English,VoxForge,desktop boom mic
167,./audio_data/voxforge/anonymous-20101207-wit/wav/a0360.wav,female,48000,American English,VoxForge,headset mic
168,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0249.wav,female,48000,American English,VoxForge,headset mic
169,./audio_data/voxforge/anonymous-20090917-vwy/wav/b0304.wav,female,48000,American English,VoxForge,laptop built
170,./audio_data/voxforge/sfauzia-20100731-utk/wav/a0577.wav,female,48000,American English,VoxForge,laptop built
171,./audio_data/voxforge/becz03-20121205-yzd/wav/b0069.wav,female,48000,American English,VoxForge,laptop built
172,./audio_data/voxforge/anonymous-20080621-gtr/wav/a0440.wav,female,48000,American English,VoxForge,laptop built
173,./audio_data/voxforge/almotter-20110721-naj/wav/b0500.wav,female,48000,American English,VoxForge,usb headset mic
174,./audio_data/voxforge/anonymous-20171019-wwq/wav/en-0640.wav,female,48000,American English,VoxForge,laptop built
175,./audio_data/voxforge/anonymous-20080117-wqy/wav/a0422.wav,female,48000,American English,VoxForge,headset mic
176,./audio_data/voxforge/katthernandez-20101031-byc/wav/b0175.wav,female,48000,American English,VoxForge,laptop built
177,./audio_data/voxforge/anonymous-20100731-xsj/wav/a0458.wav,female,48000,American English,VoxForge,laptop built
178,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0074.wav,female,48000,American English,VoxForge,headset mic
179,./audio_data/voxforge/anonymous-20100125-rky/wav/b0270.wav,female,48000,American English,VoxForge,laptop built
180,./audio_data/voxforge/anonymous-20120922-ydr/wav/a0244.wav,female,48000,American English,VoxForge,laptop built
181,./audio_data/voxforge/lindavg-20081007-eym/wav/a0394.wav,female,48000,American English,VoxForge,headset mic
182,./audio_data/voxforge/glendat-20110921-zhl/wav/b0089.wav,female,48000,American English,VoxForge,headset mic
183,./audio_data/voxforge/anonymous-20090415-xuj/wav/a0405.wav,female,48000,American English,VoxForge,headset mic
184,./audio_data/voxforge/anonymous-20110709-hjc/wav/b0437.wav,female,48000,American English,VoxForge,laptop built
185,./audio_data/voxforge/lindavg-20081007-wxe/wav/a0117.wav,female,48000,American English,VoxForge,headset mic
186,./audio_data/voxforge/TLC-20091027-ysp/wav/a0026.wav,female,48000,American English,VoxForge,laptop built
187,./audio_data/voxforge/anonymous-20090917-puz/wav/ar-09.wav,female,48000,American English,VoxForge,laptop built
188,./audio_data/voxforge/anonymous-20111121-zht/wav/rb-35.wav,female,48000,American English,VoxForge,headset mic
189,./audio_data/voxforge/tdor-20131029-czi/wav/b0271.wav,female,48000,American English,VoxForge,usb desktop boom mic
190,./audio_data/voxforge/anonymous-20090326-ekm/wav/a0287.wav,female,48000,American English,VoxForge,headset mic
191,./audio_data/voxforge/anonymous-20140104-cje/wav/a0326.wav,female,48000,American English,VoxForge,laptop built
192,./audio_data/voxforge/anonymous-20090618-emm/wav/a0003.wav,female,48000,American English,VoxForge,desktop boom mic
193,./audio_data/voxforge/glendat-20110921-epe/wav/b0227.wav,female,48000,American English,VoxForge,headset mic
194,./audio_data/voxforge/becz03-20121205-xvx/wav/a0142.wav,female,48000,American English,VoxForge,laptop built
195,./audio_data/voxforge/anonymous-20101110-wkc/wav/a0189.wav,female,48000,American English,VoxForge,usb headset mic
196,./audio_data/voxforge/apdsqueaky-20151112-cmp/wav/b0412.wav,female,48000,American English,VoxForge,usb desktop boom mic
197,./audio_data/voxforge/lindavg-20081007-oyi/wav/a0355.wav,female,48000,American English,VoxForge,headset mic
198,./audio_data/voxforge/anonymous-20171019-hmr/wav/en-0245.wav,female,48000,American English,VoxForge,laptop built
199,./audio_data/voxforge/anonymous-20120410-thd/wav/b0064.wav,female,48000,American English,VoxForge,headset mic
200,./audio_data/voxforge/allison-20120707-xik/wav/a0187.wav,female,48000,American English,VoxForge,headset mic
201,./audio_data/voxforge/katalia369-20150719-cqj/wav/b0462.wav,female,48000,American English,VoxForge,usb headset mic
202,./audio_data/voxforge/anonymous-20120922-dsx/wav/a0226.wav,female,48000,American English,VoxForge,laptop built
203,./audio_data/voxforge/lindavg-20081007-oyi/wav/a0354.wav,female,48000,American English,VoxForge,headset mic
204,./audio_data/voxforge/sfauzia-20100731-utk/wav/a0580.wav,female,48000,American English,VoxForge,laptop built
205,./audio_data/voxforge/tdor-20131029-czi/wav/b0275.wav,female,48000,American English,VoxForge,usb desktop boom mic
206,./audio_data/voxforge/anonymous-20090406-evj/wav/a0203.wav,female,48000,American English,VoxForge,headset mic
207,./audio_data/voxforge/allison-20120707-ogo/wav/a0063.wav,female,48000,American English,VoxForge,headset mic
208,./audio_data/voxforge/lindavg-20081007-heh/wav/b0347.wav,female,48000,American English,VoxForge,headset mic
209,./audio_data/voxforge/anonymous-20130208-fvq/wav/rb-04.wav,female,48000,American English,VoxForge,laptop built
210,./audio_data/voxforge/anonymous-20120219-qvz/wav/b0268.wav,female,48000,American English,VoxForge,laptop built
211,./audio_data/voxforge/jlrice9673-20090622-nop/wav/b0468.wav,female,48000,American English,VoxForge,headset mic
212,./audio_data/voxforge/sarah-20140326-csv/wav/b0138.wav,female,48000,American English,VoxForge,laptop built
213,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0178.wav,female,48000,American English,VoxForge,laptop built
214,./audio_data/voxforge/Anniepoo-20140308-byi/wav/rb-21.wav,female,48000,American English,VoxForge,headset mic
215,./audio_data/voxforge/anonymous-20171019-nwf/wav/en-0781.wav,female,48000,American English,VoxForge,laptop built
216,./audio_data/voxforge/aileen-20080831-qwt/wav/b0195.wav,female,48000,American English,VoxForge,headset mic
217,./audio_data/voxforge/anonymous-20090406-dtr/wav/a0223.wav,female,48000,American English,VoxForge,headset mic
218,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0482.wav,female,48000,American English,VoxForge,headset mic
219,./audio_data/voxforge/sshick06-20110815-bay/wav/b0346.wav,female,48000,American English,VoxForge,laptop built
220,./audio_data/voxforge/anonymous-20110424-pzj/wav/a0206.wav,female,48000,American English,VoxForge,laptop built
221,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-15.wav,female,48000,American English,VoxForge,usb headset mic
222,./audio_data/voxforge/lindavg-20081007-wxe/wav/a0116.wav,female,48000,American English,VoxForge,headset mic
223,./audio_data/voxforge/anonymous-20100125-dlh/wav/b0220.wav,female,48000,American English,VoxForge,laptop built
224,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0525.wav,female,48000,American English,VoxForge,headset mic
225,./audio_data/voxforge/anonymous-20171019-bts/wav/en-0617.wav,female,48000,American English,VoxForge,laptop built
226,./audio_data/voxforge/tandraericson-20140831-kfr/wav/b0310.wav,female,48000,American English,VoxForge,laptop built
227,./audio_data/voxforge/anonymous-20100311-sdi/wav/b0499.wav,female,48000,American English,VoxForge,usb headset mic
228,./audio_data/voxforge/anonymous-20090917-bvk/wav/a0017.wav,female,48000,American English,VoxForge,laptop built
229,./audio_data/voxforge/anonymous-20090415-xuj/wav/a0398.wav,female,48000,American English,VoxForge,headset mic
230,./audio_data/voxforge/jlrice9673-20090625-xai/wav/a0057.wav,female,48000,American English,VoxForge,headset mic
231,./audio_data/voxforge/lindavg-20081007-adc/wav/b0129.wav,female,48000,American English,VoxForge,headset mic
232,./audio_data/voxforge/anonymous-20090406-dtr/wav/a0222.wav,female,48000,American English,VoxForge,headset mic
233,./audio_data/voxforge/anonymous-20090917-ztw/wav/b0160.wav,female,48000,American English,VoxForge,laptop built
234,./audio_data/voxforge/anonymous-20090917-ztw/wav/b0154.wav,female,48000,American English,VoxForge,laptop built
235,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0262.wav,female,48000,American English,VoxForge,laptop built
236,./audio_data/voxforge/aileen-20080831-ema/wav/a0380.wav,female,48000,American English,VoxForge,headset mic
237,./audio_data/voxforge/anonymous-20100125-rky/wav/b0271.wav,female,48000,American English,VoxForge,laptop built
238,./audio_data/voxforge/aileen-20080831-zdn/wav/a0120.wav,female,48000,American English,VoxForge,headset mic
239,./audio_data/voxforge/lindavg-20081007-cqp/wav/rb-22.wav,female,48000,American English,VoxForge,headset mic
240,./audio_data/voxforge/glendat-20110921-zhl/wav/b0086.wav,female,48000,American English,VoxForge,headset mic
241,./audio_data/voxforge/lindavg-20081007-fap/wav/b0527.wav,female,48000,American English,VoxForge,headset mic
242,./audio_data/voxforge/lindavg-20081007-ahj/wav/b0336.wav,female,48000,American English,VoxForge,headset mic
243,./audio_data/voxforge/sshick06-20110815-bay/wav/b0353.wav,female,48000,American English,VoxForge,laptop built
244,./audio_data/voxforge/Melissa-20081211-ehn/wav/b0380.wav,female,48000,American English,VoxForge,laptop built
245,./audio_data/voxforge/anonymous-20100504-exh/wav/a0408.wav,female,48000,American English,VoxForge,headset mic
246,./audio_data/voxforge/lindavg-20081007-oyi/wav/a0359.wav,female,48000,American English,VoxForge,headset mic
247,./audio_data/voxforge/anonymous-20090406-ifh/wav/a0246.wav,female,48000,American English,VoxForge,headset mic
248,./audio_data/voxforge/anonymous-20090514-lnt/wav/a0006.wav,female,48000,American English,VoxForge,headset mic
249,./audio_data/voxforge/anonymous-20081026-ewe/wav/rp-04.wav,female,48000,American English,VoxForge,laptop built
250,./audio_data/voxforge/anonymous-20111121-qqi/wav/b0448.wav,female,48000,American English,VoxForge,headset mic
