,filename,gender,sampling_rate,dialect,source,mic_type,librosa_mean,librosa_med,parselmouth_mean,parselmouth_med,pyreaper_mean,pyreaper_med
33,./audio_data/voxforge/anonymous-20090917-fjn/wav/a0440.wav,female,48000,American English,VoxForge,laptop built,165.99402629497894,151.07600698324183,155.19974951508715,131.69483915059007,150.9891815185547,130.79019165039062
34,./audio_data/voxforge/anonymous-20120427-msw/wav/a0063.wav,female,48000,American English,VoxForge,laptop built,185.901943826259,189.23491376948436,183.4136166132034,189.32934318139144,182.82177734375,188.23529052734375
35,./audio_data/voxforge/becz03-20121205-ixj/wav/a0179.wav,female,48000,American English,VoxForge,headset mic,202.70274879411033,207.55758045272898,205.4721844699178,208.50112389720877,173.7298126220703,200.83682250976562
36,./audio_data/voxforge/Michelle-20131029-oxi/wav/a0429.wav,female,48000,American English,VoxForge,usb desktop boom mic,259.65179629600823,260.0,258.99231970538136,258.381207970902,254.55677795410156,256.6844787597656
37,./audio_data/voxforge/anonymous-20090917-aiu/wav/b0032.wav,female,48000,American English,VoxForge,laptop built,181.70303376922382,165.2157211644111,181.51111363449525,166.1512145646957,172.4097442626953,162.1621551513672
38,./audio_data/voxforge/sshick06-20110815-lwv/wav/b0004.wav,female,48000,American English,VoxForge,laptop built,162.90031691167368,164.73856077731807,161.1550858207392,164.55430771209217,158.9550323486328,162.7118682861328
39,./audio_data/voxforge/anonymous-20090618-emm/wav/a0001.wav,female,48000,American English,VoxForge,desktop boom mic,154.80956595148325,162.3774139638918,160.08009795497088,167.77866555669553,176.11009216308594,181.47512817382812
40,./audio_data/voxforge/anonymous-20090618-emm/wav/a0002.wav,female,48000,American English,VoxForge,desktop boom mic,174.481953986556,159.58786718222217,178.05922082725328,164.0378518118764,162.9231414794922,155.33981323242188
41,./audio_data/voxforge/anonymous-20100604-qub/wav/b0163.wav,female,48000,American English,VoxForge,laptop built,227.48467738922452,227.65433896553014,217.6464843950032,223.96031442875508,208.83518981933594,220.18348693847656
42,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0059.wav,female,48000,American English,VoxForge,headset mic,134.91682779920436,142.58724736030138,135.8102835291074,142.85828023025897,128.3990478515625,139.13043212890625
43,./audio_data/voxforge/anonymous-20110826-qjl/wav/a0516.wav,female,48000,American English,VoxForge,usb headset mic,221.3955020664183,218.63306796596578,220.20861396296786,218.4380707899432,210.4868621826172,216.21621704101562
44,./audio_data/voxforge/anonymous-20160104-sjd/wav/a0152.wav,female,48000,American English,VoxForge,laptop built,222.0256616897266,223.74710626953689,216.82570880694723,222.018499293652,211.51426696777344,212.38937377929688
45,./audio_data/voxforge/sfauzia-20100731-nyj/wav/b0105.wav,female,48000,American English,VoxForge,laptop built,238.5097045106839,235.68255189130872,220.7529431677508,232.16744270526806,217.00978088378906,230.76922607421875
46,./audio_data/voxforge/anonymous-20110214-lko/wav/b0155.wav,female,48000,American English,VoxForge,laptop built,144.93717420339823,143.0002471207942,138.52490453928405,135.50643129817962,146.40330505371094,144.14414978027344
47,./audio_data/voxforge/apdsqueaky-20151112-nij/wav/b0210.wav,female,48000,American English,VoxForge,usb desktop boom mic,217.73083825145812,212.40900892134297,217.93452252106678,212.9897824895643,211.58316040039062,209.15130615234375
48,./audio_data/voxforge/tandraericson-20140831-pdr/wav/a0198.wav,female,48000,American English,VoxForge,laptop built,190.95024220459032,188.14500086724917,192.27944596715125,189.04046784849868,183.355712890625,181.132080078125
49,./audio_data/voxforge/anonymous-20090917-ppu/wav/a0195.wav,female,48000,American English,VoxForge,laptop built,175.71439019729323,165.6928815515041,177.29640845523087,166.50213486849822,157.3262481689453,162.7118682861328
50,./audio_data/voxforge/Michelle-20131029-oxi/wav/a0431.wav,female,48000,American English,VoxForge,usb desktop boom mic,252.4570930447292,246.828951447135,250.55846535595336,246.40622165045298,247.05435180664062,244.89796447753906
51,./audio_data/voxforge/anonymous-20090917-bvk/wav/a0014.wav,female,48000,American English,VoxForge,laptop built,143.00790087887955,131.51052723924994,144.3663355091498,131.83739332764327,143.00753784179688,131.86813354492188
52,./audio_data/voxforge/anonymous-20171019-bts/wav/en-0612.wav,female,48000,American English,VoxForge,laptop built,134.70127635875318,65.0,239.85258339412135,227.8800722704081,221.7574920654297,220.18348693847656
53,./audio_data/voxforge/anonymous-20101112-hep/wav/b0363.wav,female,48000,American English,VoxForge,desktop boom mic,275.33111957219364,273.0851706408102,267.1287144453318,266.63261283703815,260.18011474609375,268.15643310546875
54,./audio_data/voxforge/lindavg-20081007-snd/wav/rb-12.wav,female,48000,American English,VoxForge,headset mic,140.95133904771646,168.58914210463126,189.54870505067782,185.17546473291537,187.8207244873047,186.0465087890625
55,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0350.wav,female,48000,American English,VoxForge,usb desktop boom mic,270.2800819100277,261.5061646776419,267.7224654355984,263.5798568240705,264.1537170410156,260.86956787109375
56,./audio_data/voxforge/anonymous-20160104-ert/wav/b0288.wav,female,48000,American English,VoxForge,laptop built,195.58842926111132,193.10037600160234,187.42211929501485,191.08925247536268,187.37046813964844,188.97637939453125
57,./audio_data/voxforge/anonymous-20160104-sjd/wav/a0157.wav,female,48000,American English,VoxForge,laptop built,216.60586054352424,200.48740730303228,206.72997866689596,195.26465390652314,201.4019775390625,192.0
58,./audio_data/voxforge/anonymous-20090406-ifh/wav/a0241.wav,female,48000,American English,VoxForge,headset mic,209.74931763027757,205.1735783080468,203.0318852756521,203.72008554129465,160.40298461914062,195.91836547851562
59,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0478.wav,female,48000,American English,VoxForge,headset mic,256.7494702411055,246.828951447135,239.47060257744673,242.20749300579962,234.18455505371094,238.80596923828125
60,./audio_data/voxforge/KnitGirl-20071113-dil/wav/b0269.wav,female,48000,American English,VoxForge,,216.58846087521368,221.17346184722248,207.04673361669947,220.64895738844695,147.038818359375,140.3508758544922
61,./audio_data/voxforge/anonymous-20110227-cbf/wav/b0050.wav,female,48000,American English,VoxForge,laptop built,179.1094064564799,175.03995918164946,177.44333075412894,170.84729690939488,173.4934539794922,167.2473907470703
62,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0179.wav,female,48000,American English,VoxForge,laptop built,193.2690902436644,195.90826859169485,179.08899476165558,191.90962065882718,163.3504180908203,177.77777099609375
63,./audio_data/voxforge/sarah-20140326-csv/wav/b0139.wav,female,48000,American English,VoxForge,laptop built,163.85089742219867,160.97592684906726,163.20420969342152,159.1226158024134,146.7367706298828,153.84616088867188
64,./audio_data/voxforge/anonymous-20171019-weg/wav/en-0802.wav,female,48000,American English,VoxForge,laptop built,166.37951228768088,172.0386173094864,255.16674853014743,253.14395881153428,262.2347717285156,253.96824645996094
65,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0068.wav,female,48000,American English,VoxForge,headset mic,137.07931675462413,163.7897364863335,191.52491117550312,187.478325043342,182.04299926757812,186.0465087890625
66,./audio_data/voxforge/allison-20120707-xik/wav/a0180.wav,female,48000,American English,VoxForge,headset mic,214.989043416214,193.6580702059513,208.52374428112122,187.26100173514567,192.3013458251953,175.8241729736328
67,./audio_data/voxforge/anonymous-20171019-jov/wav/en-0121.wav,female,48000,American English,VoxForge,laptop built,195.82402156913253,219.90326490659413,254.58395917988082,237.0661830958515,234.56858825683594,226.41510009765625
68,./audio_data/voxforge/bjb-20120409-cao/wav/b0278.wav,female,48000,Canadian English,VoxForge,desktop boom mic,204.506334061465,202.2328889009313,204.96225312606293,203.91290706047445,202.15342712402344,200.83682250976562
69,./audio_data/voxforge/apdsqueaky-20151112-nij/wav/b0207.wav,female,48000,American English,VoxForge,usb desktop boom mic,240.270993643693,245.40732129724032,234.55797721931262,238.69798386743983,226.5896453857422,236.4532012939453
70,./audio_data/voxforge/lindavg-20081007-lxd/wav/a0308.wav,female,48000,American English,VoxForge,headset mic,137.79839557954168,168.58914210463126,203.89657299325634,199.33066204759686,196.73757934570312,195.91836547851562
71,./audio_data/voxforge/Anniepoo-20140308-xot/wav/b0175.wav,female,48000,American English,VoxForge,headset mic,128.31754435260194,113.82716948276507,129.31840244356673,113.92156890384426,115.55401611328125,110.09174346923828
72,./audio_data/voxforge/anonymous-20120302-whq/wav/a0089.wav,female,48000,American English,VoxForge,laptop built,237.0766102965848,234.3251202788159,211.48808878502965,229.69011383344585,149.11154174804688,217.19456481933594
73,./audio_data/voxforge/ETT-20090329-typ/wav/a0408.wav,female,48000,American English,VoxForge,laptop built,119.66313066720738,118.52392351256819,119.59188135615621,118.2758984259635,117.25519561767578,116.78832244873047
74,./audio_data/voxforge/anonymous-20090406-evj/wav/a0211.wav,female,48000,American English,VoxForge,headset mic,214.6995027407634,212.40900892134297,199.00303510368704,208.85883586190226,180.4687957763672,206.89654541015625
75,./audio_data/voxforge/anonymous-20101110-wkc/wav/a0182.wav,female,48000,American English,VoxForge,usb headset mic,156.1748261840243,159.12696062960518,154.03177372941707,153.74901722089743,156.10679626464844,154.093505859375
76,./audio_data/voxforge/anonymous-20140104-cje/wav/a0327.wav,female,48000,American English,VoxForge,laptop built,221.17667293450404,209.96928336801093,224.0494476177574,210.17657692807532,212.33326721191406,207.79220581054688
77,./audio_data/voxforge/anonymous-20090406-evj/wav/a0205.wav,female,48000,American English,VoxForge,headset mic,223.74550336431133,221.17346184722248,216.5807083182448,221.26690860896133,218.49110412597656,221.19815063476562
78,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0264.wav,female,48000,American English,VoxForge,laptop built,248.20353840981042,240.49679036854232,222.06122092370973,225.67031777678432,174.71542358398438,193.5483856201172
79,./audio_data/voxforge/jlrice9673-20090625-len/wav/b0124.wav,female,48000,American English,VoxForge,headset mic,208.28712515062364,202.8169587634771,203.19062002837506,197.66220171997068,201.04324340820312,198.34710693359375
80,./audio_data/voxforge/almotter-20110721-yaa/wav/b0028.wav,female,48000,American English,VoxForge,usb headset mic,178.19253116870007,174.53442536143424,181.21936531665347,176.01615746180428,166.63577270507812,168.42105102539062
81,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0269.wav,female,48000,American English,VoxForge,laptop built,245.38403410647163,245.40732129724032,224.50360674683137,238.5413595142824,204.55801391601562,217.19456481933594
82,./audio_data/voxforge/jlrice9673-20090625-xai/wav/a0059.wav,female,48000,American English,VoxForge,headset mic,177.47215701552355,203.99186545315516,188.41635382531248,203.86998008397245,178.2093048095703,201.68067932128906
83,./audio_data/voxforge/sshick06-20110815-lwv/wav/a0591.wav,female,48000,American English,VoxForge,laptop built,177.47169853523704,191.43371755306833,182.09002325511076,190.88449611098403,183.0973358154297,189.72332763671875
84,./audio_data/voxforge/anonymous-20140104-wcg/wav/b0434.wav,female,48000,American English,VoxForge,laptop built,254.16764627974695,251.14344552045984,252.05169316698064,247.07054292389088,227.263427734375,233.00970458984375
85,./audio_data/voxforge/anonymous-20140104-cje/wav/a0328.wav,female,48000,American English,VoxForge,laptop built,221.09974273404114,212.40900892134297,220.08956484643377,217.99544509256975,179.61485290527344,199.1701202392578
86,./audio_data/voxforge/anonymous-20090917-fjn/wav/a0437.wav,female,48000,American English,VoxForge,laptop built,188.40666780943585,180.68936857950385,185.57944674654593,176.6507000915315,181.62608337402344,175.18247985839844
87,./audio_data/voxforge/anonymous-20110323-vro/wav/a0445.wav,female,48000,Canadian English,VoxForge,usb headset mic,159.77224202684368,118.18259972911127,161.09971923969255,118.15951808464575,154.99212646484375,118.95928955078125
88,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/rb-01.wav,female,48000,American English,VoxForge,headset mic,202.2169171404482,200.48740730303228,190.60429696862866,198.44399589100095,180.42071533203125,196.7213134765625
89,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0498.wav,female,48000,American English,VoxForge,headset mic,133.90175567301034,155.49249582586248,196.05018741930695,197.85904140214552,191.62071228027344,193.5483856201172
90,./audio_data/voxforge/aileen-20080831-ema/wav/a0378.wav,female,48000,American English,VoxForge,headset mic,145.798278333639,176.56241769755178,195.45647663021015,185.3203682585662,187.9821014404297,181.132080078125
91,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0359.wav,female,48000,American English,VoxForge,laptop built,186.08730135898958,181.73609144327253,183.0456387646757,178.02131871723327,180.36427307128906,174.5454559326172
92,./audio_data/voxforge/lindavg-20081007-lxd/wav/a0311.wav,female,48000,American English,VoxForge,headset mic,142.16087791989554,65.37654116941047,221.5590339978156,212.11571684730217,212.91473388671875,207.79220581054688
93,./audio_data/voxforge/Chandri-20090902-rpp/wav/b0433.wav,female,48000,Canadian English,VoxForge,headset mic,166.59564488326976,161.90845090664698,143.60306371094237,154.56865204920996,163.4901123046875,163.54391479492188
94,./audio_data/voxforge/anonymous-20080621-img/wav/b0014.wav,female,48000,American English,VoxForge,laptop built,199.8738679866638,198.18461302324906,193.50515593358074,194.8865391781064,192.43081665039062,195.1219482421875
95,./audio_data/voxforge/ShellyTerrell-20101007-fzt/wav/a0152.wav,female,48000,American English,VoxForge,laptop built,212.3206700670602,217.3774604815453,206.9392950311785,209.83739653585562,198.89120483398438,194.3319854736328
96,./audio_data/voxforge/anonymous-20090917-vwy/wav/b0307.wav,female,48000,American English,VoxForge,laptop built,207.19552717665175,211.18562305262122,202.8890262812501,206.4221414106986,196.81674194335938,204.2553253173828
97,./audio_data/voxforge/kristenwegner-20120217-gdx/wav/a0498.wav,female,48000,American English,VoxForge,laptop built,160.11225380490407,157.29923159850804,158.8504121756637,156.87934585963723,157.63735961914062,156.35179138183594
98,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0061.wav,female,48000,American English,VoxForge,headset mic,128.21940301514226,109.31653398298289,125.40887915845106,108.35580615379777,120.55549621582031,102.56410217285156
99,./audio_data/voxforge/Melissa-20081211-qhg/wav/b0523.wav,female,48000,American English,VoxForge,laptop built,185.06849852986102,182.78887791090543,176.7841507239447,180.32409745420944,170.29171752929688,179.10447692871094
100,./audio_data/voxforge/apdsqueaky-20151112-wjo/wav/a0561.wav,female,48000,American English,VoxForge,usb desktop boom mic,222.31192049145088,218.63306796596578,223.2127994255576,220.1787670538367,213.78016662597656,214.2857208251953
101,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0499.wav,female,48000,American English,VoxForge,headset mic,171.2392388951306,191.43371755306833,194.494066258671,198.59874705428305,192.1749725341797,197.53086853027344
102,./audio_data/voxforge/anonymous-20110709-hjc/wav/b0445.wav,female,48000,American English,VoxForge,laptop built,194.46001734139816,185.98397121658357,196.9166303985305,186.27996635714612,196.60116577148438,186.0465087890625
103,./audio_data/voxforge/becz03-20121205-yzd/wav/b0072.wav,female,48000,American English,VoxForge,laptop built,197.12679600002053,192.54268179725335,193.3572787589092,189.18452944483744,176.54014587402344,182.50950622558594
104,./audio_data/voxforge/anonymous-20160104-bhb/wav/b0402.wav,female,48000,American English,VoxForge,laptop built,196.41355799639064,194.7799199939686,200.02344232048824,195.94933049899436,182.53826904296875,185.32818603515625
105,./audio_data/voxforge/anonymous-20090917-frf/wav/ar-08.wav,female,48000,American English,VoxForge,laptop built,165.68239612225514,151.50348430874052,165.93791357669195,155.15481223684174,158.89256286621094,147.2392578125
106,./audio_data/voxforge/sarah-20140326-csv/wav/b0142.wav,female,48000,American English,VoxForge,laptop built,165.1797398709279,156.39325469067515,163.98477901256413,154.70419532854615,156.332763671875,153.35462951660156
107,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0484.wav,female,48000,American English,VoxForge,headset mic,245.2083314473549,237.04784702513638,220.24214675436212,226.6438228967786,245.84312438964844,235.2941131591797
108,./audio_data/voxforge/tandraericson-20140831-pdr/wav/a0200.wav,female,48000,American English,VoxForge,laptop built,192.21195276915176,182.262484677089,187.98051262561623,181.9717866259219,176.21217346191406,175.18247985839844
109,./audio_data/voxforge/katthernandez-20101031-byc/wav/b0173.wav,female,48000,American English,VoxForge,laptop built,174.5309732599664,165.6928815515041,164.4344065222628,160.40682234417665,168.38336181640625,162.1621551513672
110,./audio_data/voxforge/jlrice9673-20090625-len/wav/b0125.wav,female,48000,American English,VoxForge,headset mic,201.49427806926514,195.90826859169485,186.81636727053728,192.2749059154929,187.92813110351562,192.77108764648438
111,./audio_data/voxforge/anonymous-20120302-zyn/wav/a0347.wav,female,48000,American English,VoxForge,laptop built,222.518714139197,232.97550689710764,230.95602481806927,239.33077570936152,160.70445251464844,204.2553253173828
112,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0176.wav,female,48000,American English,VoxForge,laptop built,202.50200459611943,187.0613654014066,199.40594497305892,185.4576114029556,198.9102783203125,185.32818603515625
113,./audio_data/voxforge/anonymous-20100716-lmq/wav/b0033.wav,female,48000,American English,VoxForge,headset mic,192.75585936973798,189.23491376948436,189.58640772403788,188.63321903412145,191.4606170654297,188.23529052734375
114,./audio_data/voxforge/sakurairo-20120315-pit/wav/b0268.wav,female,48000,American English,VoxForge,headset mic,192.6705102115424,203.99186545315516,207.68882850593332,206.90072108578033,195.58851623535156,203.38983154296875
115,./audio_data/voxforge/almotter-20110721-yaa/wav/b0026.wav,female,48000,American English,VoxForge,usb headset mic,205.18150799752777,203.99186545315516,200.6695306843021,198.276992537858,190.8341522216797,188.23529052734375
116,./audio_data/voxforge/Melissa-20081211-qhg/wav/b0530.wav,female,48000,American English,VoxForge,laptop built,187.84246094002413,192.54268179725335,182.03511229280127,191.6963437191886,179.33567810058594,183.90805053710938
117,./audio_data/voxforge/apdsqueaky-20151112-juc/wav/b0112.wav,female,48000,American English,VoxForge,usb desktop boom mic,230.4369998791787,226.34314645699226,233.70500959603422,226.95334248318986,226.15667724609375,226.41510009765625
118,./audio_data/voxforge/anonymous-20111121-quz/wav/a0279.wav,female,48000,American English,VoxForge,headset mic,239.6917289259342,232.97550689710764,240.0031482408113,232.6679124891702,199.840087890625,222.22222900390625
119,./audio_data/voxforge/tandraericson-20140831-rjx/wav/a0287.wav,female,48000,American English,VoxForge,laptop built,197.5128184284865,181.73609144327253,201.23482601936033,180.68330536742505,181.63418579101562,177.12176513671875
120,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0253.wav,female,48000,American English,VoxForge,headset mic,193.54464140369066,193.6580702059513,181.84201145076784,192.17211303692986,151.95970153808594,183.2061004638672
121,./audio_data/voxforge/sfauzia-20100731-nyj/wav/b0096.wav,female,48000,American English,VoxForge,laptop built,260.88548365827717,246.828951447135,251.52724360355282,240.7670420969186,258.1866455078125,244.89796447753906
122,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0519.wav,female,48000,American English,VoxForge,headset mic,162.67965572329092,191.43371755306833,201.52294139003473,196.8319152610982,192.36279296875,194.3319854736328
123,./audio_data/voxforge/tdor-20131029-hdz/wav/b0193.wav,female,48000,American English,VoxForge,usb desktop boom mic,265.5597392384545,255.5333556217653,257.71381305264447,256.8816241645628,218.1666717529297,246.15383911132812
124,./audio_data/voxforge/anonymous-20081026-ewe/wav/rp-02.wav,female,48000,American English,VoxForge,laptop built,172.50778017806059,184.9127823656466,162.02233013528624,182.8583889182555,161.86532592773438,183.2061004638672
125,./audio_data/voxforge/anonymous-20090406-ifh/wav/a0240.wav,female,48000,American English,VoxForge,headset mic,207.34986167823166,207.55758045272898,191.4266853202554,202.16501652453277,190.49269104003906,201.68067932128906
126,./audio_data/voxforge/anonymous-20100604-qub/wav/b0160.wav,female,48000,American English,VoxForge,laptop built,229.9758823272386,221.17346184722248,205.01495780813332,216.00364802045124,212.80807495117188,217.19456481933594
127,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-20.wav,female,48000,American English,VoxForge,usb headset mic,249.98143607218873,243.99387913449723,249.20477902435297,243.79935615469026,240.9499053955078,241.20602416992188
128,./audio_data/voxforge/Velvet-20131027-fwx/wav/rp-14.wav,female,48000,American English,VoxForge,usb headset mic,160.3003667461657,160.04877373483913,164.8386302798582,161.47635176555124,163.54396057128906,160.5351104736328
129,./audio_data/voxforge/sarah-20140107-klo/wav/a0435.wav,female,48000,American English,VoxForge,headset mic,250.17240046292747,205.17700110451057,313.93727100781757,310.3524152683799,343.1279602050781,347.8260803222656
130,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0360.wav,female,48000,American English,VoxForge,laptop built,181.70499906335982,175.03995918164946,179.01631930056462,173.12519301577015,177.2014617919922,172.0430145263672
131,./audio_data/voxforge/anonymous-20090917-tgz/wav/ar-17.wav,female,48000,American English,VoxForge,laptop built,179.24010979877642,149.33078614961454,174.40783612752708,147.65409607188846,168.93016052246094,145.4545440673828
132,./audio_data/voxforge/anonymous-20120922-ydr/wav/a0250.wav,female,48000,American English,VoxForge,laptop built,253.40616448232072,239.8022103323442,249.69998810342844,239.74898449823908,232.20016479492188,231.88406372070312
133,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0355.wav,female,48000,American English,VoxForge,usb desktop boom mic,263.9517021231196,264.5447199466984,262.5096145918888,261.30262892641764,250.51661682128906,255.31915283203125
