,filename,gender,sampling_rate,dialect,source,mic_type,pitch,intonation
37,./audio_data/voxforge/anonymous-20090917-aiu/wav/b0032.wav,female,48000,American English,VoxForge,laptop built,181.51111363449525,39.93521803778919
38,./audio_data/voxforge/sshick06-20110815-lwv/wav/b0004.wav,female,48000,American English,VoxForge,laptop built,161.1550858207392,25.398642739862062
39,./audio_data/voxforge/anonymous-20090618-emm/wav/a0001.wav,female,48000,American English,VoxForge,desktop boom mic,160.08009795497088,50.89668913065234
40,./audio_data/voxforge/anonymous-20090618-emm/wav/a0002.wav,female,48000,American English,VoxForge,desktop boom mic,178.05922082725328,38.96532158187055
41,./audio_data/voxforge/anonymous-20100604-qub/wav/b0163.wav,female,48000,American English,VoxForge,laptop built,217.6464843950032,44.49875400802001
42,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0059.wav,female,48000,American English,VoxForge,headset mic,135.8102835291074,28.483957892083517
43,./audio_data/voxforge/anonymous-20110826-qjl/wav/a0516.wav,female,48000,American English,VoxForge,usb headset mic,220.20861396296786,17.83905397894726
44,./audio_data/voxforge/anonymous-20160104-sjd/wav/a0152.wav,female,48000,American English,VoxForge,laptop built,216.82570880694723,39.687701130147026
45,./audio_data/voxforge/sfauzia-20100731-nyj/wav/b0105.wav,female,48000,American English,VoxForge,laptop built,220.7529431677508,51.20595414859315
46,./audio_data/voxforge/anonymous-20110214-lko/wav/b0155.wav,female,48000,American English,VoxForge,laptop built,138.52490453928405,28.739474007669596
47,./audio_data/voxforge/apdsqueaky-20151112-nij/wav/b0210.wav,female,48000,American English,VoxForge,usb desktop boom mic,217.93452252106678,33.012987761768045
48,./audio_data/voxforge/tandraericson-20140831-pdr/wav/a0198.wav,female,48000,American English,VoxForge,laptop built,192.27944596715125,31.047521617931057
49,./audio_data/voxforge/anonymous-20090917-ppu/wav/a0195.wav,female,48000,American English,VoxForge,laptop built,177.29640845523087,41.274319011748894
50,./audio_data/voxforge/Michelle-20131029-oxi/wav/a0431.wav,female,48000,American English,VoxForge,usb desktop boom mic,250.55846535595336,26.222389398424852
51,./audio_data/voxforge/anonymous-20090917-bvk/wav/a0014.wav,female,48000,American English,VoxForge,laptop built,144.3663355091498,32.61610691231093
52,./audio_data/voxforge/anonymous-20171019-bts/wav/en-0612.wav,female,48000,American English,VoxForge,laptop built,239.85258339412135,45.63657394672428
53,./audio_data/voxforge/anonymous-20101112-hep/wav/b0363.wav,female,48000,American English,VoxForge,desktop boom mic,267.1287144453318,36.530685558361576
54,./audio_data/voxforge/lindavg-20081007-snd/wav/rb-12.wav,female,48000,American English,VoxForge,headset mic,189.54870505067782,36.47812097892326
55,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0350.wav,female,48000,American English,VoxForge,usb desktop boom mic,267.7224654355984,34.58912938852421
56,./audio_data/voxforge/anonymous-20160104-ert/wav/b0288.wav,female,48000,American English,VoxForge,laptop built,187.42211929501485,41.6483905443627
57,./audio_data/voxforge/anonymous-20160104-sjd/wav/a0157.wav,female,48000,American English,VoxForge,laptop built,206.72997866689596,48.904958152112634
58,./audio_data/voxforge/anonymous-20090406-ifh/wav/a0241.wav,female,48000,American English,VoxForge,headset mic,203.0318852756521,34.1986067672449
59,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0478.wav,female,48000,American English,VoxForge,headset mic,239.47060257744673,58.00580645195137
60,./audio_data/voxforge/KnitGirl-20071113-dil/wav/b0269.wav,female,48000,American English,VoxForge,,207.04673361669947,42.048041076604605
61,./audio_data/voxforge/anonymous-20110227-cbf/wav/b0050.wav,female,48000,American English,VoxForge,laptop built,177.44333075412894,44.87121975782745
62,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0179.wav,female,48000,American English,VoxForge,laptop built,179.08899476165558,51.3385546309234
63,./audio_data/voxforge/sarah-20140326-csv/wav/b0139.wav,female,48000,American English,VoxForge,laptop built,163.20420969342152,31.566418950031636
64,./audio_data/voxforge/anonymous-20171019-weg/wav/en-0802.wav,female,48000,American English,VoxForge,laptop built,255.16674853014743,51.64433722376347
65,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0068.wav,female,48000,American English,VoxForge,headset mic,191.52491117550312,23.111737906016796
66,./audio_data/voxforge/allison-20120707-xik/wav/a0180.wav,female,48000,American English,VoxForge,headset mic,208.52374428112122,63.35313991027129
67,./audio_data/voxforge/anonymous-20171019-jov/wav/en-0121.wav,female,48000,American English,VoxForge,laptop built,254.58395917988082,47.630408447598306
68,./audio_data/voxforge/bjb-20120409-cao/wav/b0278.wav,female,48000,Canadian English,VoxForge,desktop boom mic,204.96225312606293,28.329685814355066
69,./audio_data/voxforge/apdsqueaky-20151112-nij/wav/b0207.wav,female,48000,American English,VoxForge,usb desktop boom mic,234.55797721931262,44.132209679503504
70,./audio_data/voxforge/lindavg-20081007-lxd/wav/a0308.wav,female,48000,American English,VoxForge,headset mic,203.89657299325634,25.732965424592603
71,./audio_data/voxforge/Anniepoo-20140308-xot/wav/b0175.wav,female,48000,American English,VoxForge,headset mic,129.31840244356673,38.712651991417715
72,./audio_data/voxforge/anonymous-20120302-whq/wav/a0089.wav,female,48000,American English,VoxForge,laptop built,211.48808878502965,51.14324932079523
73,./audio_data/voxforge/ETT-20090329-typ/wav/a0408.wav,female,48000,American English,VoxForge,laptop built,119.59188135615621,12.771517676508896
74,./audio_data/voxforge/anonymous-20090406-evj/wav/a0211.wav,female,48000,American English,VoxForge,headset mic,199.00303510368704,41.669504607112906
75,./audio_data/voxforge/anonymous-20101110-wkc/wav/a0182.wav,female,48000,American English,VoxForge,usb headset mic,154.03177372941707,24.362709859422775
76,./audio_data/voxforge/anonymous-20140104-cje/wav/a0327.wav,female,48000,American English,VoxForge,laptop built,224.0494476177574,47.849906706384516
77,./audio_data/voxforge/anonymous-20090406-evj/wav/a0205.wav,female,48000,American English,VoxForge,headset mic,216.5807083182448,31.03636775731418
78,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0264.wav,female,48000,American English,VoxForge,laptop built,222.06122092370973,52.12370297510567
79,./audio_data/voxforge/jlrice9673-20090625-len/wav/b0124.wav,female,48000,American English,VoxForge,headset mic,203.19062002837506,23.28937961192735
80,./audio_data/voxforge/almotter-20110721-yaa/wav/b0028.wav,female,48000,American English,VoxForge,usb headset mic,181.21936531665347,28.58749273191769
81,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0269.wav,female,48000,American English,VoxForge,laptop built,224.50360674683137,46.01584475569276
82,./audio_data/voxforge/jlrice9673-20090625-xai/wav/a0059.wav,female,48000,American English,VoxForge,headset mic,188.41635382531248,44.23434883447611
83,./audio_data/voxforge/sshick06-20110815-lwv/wav/a0591.wav,female,48000,American English,VoxForge,laptop built,182.09002325511076,35.11471267703772
84,./audio_data/voxforge/anonymous-20140104-wcg/wav/b0434.wav,female,48000,American English,VoxForge,laptop built,252.05169316698064,35.50919259611904
85,./audio_data/voxforge/anonymous-20140104-cje/wav/a0328.wav,female,48000,American English,VoxForge,laptop built,220.08956484643377,36.83530663468559
86,./audio_data/voxforge/anonymous-20090917-fjn/wav/a0437.wav,female,48000,American English,VoxForge,laptop built,185.57944674654593,39.37607375925204
87,./audio_data/voxforge/anonymous-20110323-vro/wav/a0445.wav,female,48000,Canadian English,VoxForge,usb headset mic,161.09971923969255,57.328724464994025
88,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/rb-01.wav,female,48000,American English,VoxForge,headset mic,190.60429696862866,44.50199521456961
89,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0498.wav,female,48000,American English,VoxForge,headset mic,196.05018741930695,19.595269151888544
90,./audio_data/voxforge/aileen-20080831-ema/wav/a0378.wav,female,48000,American English,VoxForge,headset mic,195.45647663021015,26.269193837692892
91,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0359.wav,female,48000,American English,VoxForge,laptop built,183.0456387646757,39.42692217423856
92,./audio_data/voxforge/lindavg-20081007-lxd/wav/a0311.wav,female,48000,American English,VoxForge,headset mic,221.5590339978156,42.34815121128559
93,./audio_data/voxforge/Chandri-20090902-rpp/wav/b0433.wav,female,48000,Canadian English,VoxForge,headset mic,143.60306371094237,43.52150290287522
94,./audio_data/voxforge/anonymous-20080621-img/wav/b0014.wav,female,48000,American English,VoxForge,laptop built,193.50515593358074,42.518354151114266
95,./audio_data/voxforge/ShellyTerrell-20101007-fzt/wav/a0152.wav,female,48000,American English,VoxForge,laptop built,206.9392950311785,34.70824532156621
96,./audio_data/voxforge/anonymous-20090917-vwy/wav/b0307.wav,female,48000,American English,VoxForge,laptop built,202.8890262812501,41.54069382630924
97,./audio_data/voxforge/kristenwegner-20120217-gdx/wav/a0498.wav,female,48000,American English,VoxForge,laptop built,158.8504121756637,11.316814529021787
98,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0061.wav,female,48000,American English,VoxForge,headset mic,125.40887915845106,42.27321603710438
99,./audio_data/voxforge/Melissa-20081211-qhg/wav/b0523.wav,female,48000,American English,VoxForge,laptop built,176.7841507239447,39.914631934327744
100,./audio_data/voxforge/apdsqueaky-20151112-wjo/wav/a0561.wav,female,48000,American English,VoxForge,usb desktop boom mic,223.2127994255576,32.60639568498727
101,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0499.wav,female,48000,American English,VoxForge,headset mic,194.494066258671,21.283732227622984
102,./audio_data/voxforge/anonymous-20110709-hjc/wav/b0445.wav,female,48000,American English,VoxForge,laptop built,196.9166303985305,37.595140339465864
103,./audio_data/voxforge/becz03-20121205-yzd/wav/b0072.wav,female,48000,American English,VoxForge,laptop built,193.3572787589092,41.6201995651046
104,./audio_data/voxforge/anonymous-20160104-bhb/wav/b0402.wav,female,48000,American English,VoxForge,laptop built,200.02344232048824,37.53482100748258
105,./audio_data/voxforge/anonymous-20090917-frf/wav/ar-08.wav,female,48000,American English,VoxForge,laptop built,165.93791357669195,34.79093434908025
106,./audio_data/voxforge/sarah-20140326-csv/wav/b0142.wav,female,48000,American English,VoxForge,laptop built,163.98477901256413,28.822656022436856
107,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0484.wav,female,48000,American English,VoxForge,headset mic,220.24214675436212,69.53952358002422
108,./audio_data/voxforge/tandraericson-20140831-pdr/wav/a0200.wav,female,48000,American English,VoxForge,laptop built,187.98051262561623,31.182241109280707
109,./audio_data/voxforge/katthernandez-20101031-byc/wav/b0173.wav,female,48000,American English,VoxForge,laptop built,164.4344065222628,36.88329274616329
110,./audio_data/voxforge/jlrice9673-20090625-len/wav/b0125.wav,female,48000,American English,VoxForge,headset mic,186.81636727053728,38.96294571908344
111,./audio_data/voxforge/anonymous-20120302-zyn/wav/a0347.wav,female,48000,American English,VoxForge,laptop built,230.95602481806927,42.762795114294526
112,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0176.wav,female,48000,American English,VoxForge,laptop built,199.40594497305892,31.667029742716664
113,./audio_data/voxforge/anonymous-20100716-lmq/wav/b0033.wav,female,48000,American English,VoxForge,headset mic,189.58640772403788,28.43947181312538
114,./audio_data/voxforge/sakurairo-20120315-pit/wav/b0268.wav,female,48000,American English,VoxForge,headset mic,207.68882850593332,30.23977510832217
115,./audio_data/voxforge/almotter-20110721-yaa/wav/b0026.wav,female,48000,American English,VoxForge,usb headset mic,200.6695306843021,43.680551760465725
116,./audio_data/voxforge/Melissa-20081211-qhg/wav/b0530.wav,female,48000,American English,VoxForge,laptop built,182.03511229280127,30.39148332936378
117,./audio_data/voxforge/apdsqueaky-20151112-juc/wav/b0112.wav,female,48000,American English,VoxForge,usb desktop boom mic,233.70500959603422,36.14321411716245
118,./audio_data/voxforge/anonymous-20111121-quz/wav/a0279.wav,female,48000,American English,VoxForge,headset mic,240.0031482408113,25.2339841009764
119,./audio_data/voxforge/tandraericson-20140831-rjx/wav/a0287.wav,female,48000,American English,VoxForge,laptop built,201.23482601936033,73.48112493366428
120,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0253.wav,female,48000,American English,VoxForge,headset mic,181.84201145076784,43.433884230793595
121,./audio_data/voxforge/sfauzia-20100731-nyj/wav/b0096.wav,female,48000,American English,VoxForge,laptop built,251.52724360355282,53.06849069688897
122,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0519.wav,female,48000,American English,VoxForge,headset mic,201.52294139003473,18.196824617913872
123,./audio_data/voxforge/tdor-20131029-hdz/wav/b0193.wav,female,48000,American English,VoxForge,usb desktop boom mic,257.71381305264447,40.431054306538
124,./audio_data/voxforge/anonymous-20081026-ewe/wav/rp-02.wav,female,48000,American English,VoxForge,laptop built,162.02233013528624,45.30349508445105
125,./audio_data/voxforge/anonymous-20090406-ifh/wav/a0240.wav,female,48000,American English,VoxForge,headset mic,191.4266853202554,38.82834758237454
126,./audio_data/voxforge/anonymous-20100604-qub/wav/b0160.wav,female,48000,American English,VoxForge,laptop built,205.01495780813332,59.11227629885118
127,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-20.wav,female,48000,American English,VoxForge,usb headset mic,249.20477902435297,26.504456286833566
128,./audio_data/voxforge/Velvet-20131027-fwx/wav/rp-14.wav,female,48000,American English,VoxForge,usb headset mic,164.8386302798582,24.155149325886946
129,./audio_data/voxforge/sarah-20140107-klo/wav/a0435.wav,female,48000,American English,VoxForge,headset mic,313.93727100781757,13.905481602494715
130,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0360.wav,female,48000,American English,VoxForge,laptop built,179.01631930056462,32.31198151807611
131,./audio_data/voxforge/anonymous-20090917-tgz/wav/ar-17.wav,female,48000,American English,VoxForge,laptop built,174.40783612752708,59.47270957215955
132,./audio_data/voxforge/anonymous-20120922-ydr/wav/a0250.wav,female,48000,American English,VoxForge,laptop built,249.69998810342844,47.420527255932576
133,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0355.wav,female,48000,American English,VoxForge,usb desktop boom mic,262.5096145918888,21.30823519882882
134,./audio_data/voxforge/anonymous-20080621-gtr/wav/a0445.wav,female,48000,American English,VoxForge,laptop built,195.7047494299298,34.832650632790134
135,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-18.wav,female,48000,American English,VoxForge,usb headset mic,227.8809851795956,42.085288427214344
136,./audio_data/voxforge/Melissa-20081211-ehn/wav/b0377.wav,female,48000,American English,VoxForge,laptop built,182.5467979184286,33.79087190800173
137,./audio_data/voxforge/tdor-20131029-czi/wav/b0268.wav,female,48000,American English,VoxForge,usb desktop boom mic,244.4123741646744,25.901092102564014
138,./audio_data/voxforge/anonymous-20160104-pdj/wav/a0520.wav,female,48000,American English,VoxForge,laptop built,191.49208567019875,45.56244941457526
139,./audio_data/voxforge/anonymous-20090917-xwg/wav/b0325.wav,female,48000,American English,VoxForge,laptop built,177.5688429301022,52.6189676804046
140,./audio_data/voxforge/Anniepoo-20140308-nky/wav/b0076.wav,female,48000,American English,VoxForge,headset mic,149.9620567501229,45.4018234294564
141,./audio_data/voxforge/anonymous-20100125-dlh/wav/b0214.wav,female,48000,American English,VoxForge,laptop built,180.41146876081524,37.61490458980859
142,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/ar-23.wav,female,48000,American English,VoxForge,headset mic,199.4090705936085,12.948671545790662
143,./audio_data/voxforge/lindavg-20081007-trz/wav/a0263.wav,female,48000,American English,VoxForge,headset mic,196.71531089493257,37.42632205524052
144,./audio_data/voxforge/anonymous-20090917-ztw/wav/b0155.wav,female,48000,American English,VoxForge,laptop built,189.61972262271783,36.044014061031675
145,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0073.wav,female,48000,American English,VoxForge,headset mic,192.43504726318176,39.92164722603192
146,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0521.wav,female,48000,American English,VoxForge,headset mic,192.43837507639557,38.419382062661356
147,./audio_data/voxforge/anonymous-20090326-ekm/wav/a0288.wav,female,48000,American English,VoxForge,headset mic,218.05545862083284,37.59413414851598
148,./audio_data/voxforge/anonymous-20120427-msw/wav/a0069.wav,female,48000,American English,VoxForge,laptop built,174.36580574829458,22.977143977858926
149,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0256.wav,female,48000,American English,VoxForge,headset mic,182.11507460469014,36.55732711553299
150,./audio_data/voxforge/lindavg-20081007-adc/wav/b0133.wav,female,48000,American English,VoxForge,headset mic,204.50301767555302,16.015970261805023
151,./audio_data/voxforge/anonymous-20110424-pzj/wav/a0208.wav,female,48000,American English,VoxForge,laptop built,207.16796113183858,65.19951096454578
152,./audio_data/voxforge/anonymous-20171019-ylc/wav/en-0896.wav,female,48000,American English,VoxForge,laptop built,258.66608613980964,47.216201343760176
153,./audio_data/voxforge/jlrice9673-20090622-nop/wav/b0471.wav,female,48000,American English,VoxForge,headset mic,199.6966153560755,12.309962952101793
154,./audio_data/voxforge/anonymous-20171019-wwq/wav/en-0641.wav,female,48000,American English,VoxForge,laptop built,252.99966511747334,46.08715560842976
155,./audio_data/voxforge/Anniepoo-20140308-nky/wav/b0073.wav,female,48000,American English,VoxForge,headset mic,125.34270799738134,32.469195234149126
156,./audio_data/voxforge/anonymous-20090917-ztw/wav/b0158.wav,female,48000,American English,VoxForge,laptop built,176.3716291605777,40.692302933211415
157,./audio_data/voxforge/anonymous-20081026-ewe/wav/b0538.wav,female,48000,American English,VoxForge,laptop built,158.85970546588675,44.829704516968306
158,./audio_data/voxforge/allison-20120707-xik/wav/a0184.wav,female,48000,American English,VoxForge,headset mic,208.4217871331951,70.27117566433516
159,./audio_data/voxforge/anonymous-20100311-nos/wav/b0487.wav,female,48000,American English,VoxForge,usb headset mic,180.16258128423033,25.447175731836527
160,./audio_data/voxforge/aileen-20080831-zdn/wav/a0124.wav,female,48000,American English,VoxForge,headset mic,208.02549904456006,32.793874222653315
161,./audio_data/voxforge/sarah-20140107-klo/wav/a0428.wav,female,48000,American English,VoxForge,headset mic,314.5567564780207,14.331340815482816
162,./audio_data/voxforge/lindavg-20081007-oyi/wav/a0361.wav,female,48000,American English,VoxForge,headset mic,215.4817018305796,30.577630147658304
163,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/rb-04.wav,female,48000,American English,VoxForge,headset mic,199.5367472149667,18.620565492057235
164,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0518.wav,female,48000,American English,VoxForge,headset mic,192.3612486588432,32.421483144295344
165,./audio_data/voxforge/Anniepoo-20140308-xot/wav/b0170.wav,female,48000,American English,VoxForge,headset mic,166.69463304903027,55.65618389353866
166,./audio_data/voxforge/bjb-20120409-cao/wav/b0272.wav,female,48000,Canadian English,VoxForge,desktop boom mic,199.66845623015158,20.61495619230414
167,./audio_data/voxforge/anonymous-20101207-wit/wav/a0360.wav,female,48000,American English,VoxForge,headset mic,191.0914092241212,23.174503830543742
168,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0249.wav,female,48000,American English,VoxForge,headset mic,180.3738753662446,51.65639957934873
169,./audio_data/voxforge/anonymous-20090917-vwy/wav/b0304.wav,female,48000,American English,VoxForge,laptop built,159.62058734923028,47.61138490396248
170,./audio_data/voxforge/sfauzia-20100731-utk/wav/a0577.wav,female,48000,American English,VoxForge,laptop built,246.15344975594945,48.84004417986232
171,./audio_data/voxforge/becz03-20121205-yzd/wav/b0069.wav,female,48000,American English,VoxForge,laptop built,223.77260833940525,36.50618129295285
172,./audio_data/voxforge/anonymous-20080621-gtr/wav/a0440.wav,female,48000,American English,VoxForge,laptop built,199.93015122975982,54.334719324397874
173,./audio_data/voxforge/almotter-20110721-naj/wav/b0500.wav,female,48000,American English,VoxForge,usb headset mic,168.58010001122037,23.74843516864019
174,./audio_data/voxforge/anonymous-20171019-wwq/wav/en-0640.wav,female,48000,American English,VoxForge,laptop built,253.870741904937,45.638258370178384
175,./audio_data/voxforge/anonymous-20080117-wqy/wav/a0422.wav,female,48000,American English,VoxForge,headset mic,173.22764341957358,24.32361638808604
176,./audio_data/voxforge/katthernandez-20101031-byc/wav/b0175.wav,female,48000,American English,VoxForge,laptop built,156.2871245478772,30.358571824816917
177,./audio_data/voxforge/anonymous-20100731-xsj/wav/a0458.wav,female,48000,American English,VoxForge,laptop built,225.01669620505402,73.46298223456841
178,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0074.wav,female,48000,American English,VoxForge,headset mic,192.6581578905485,22.61969802340893
179,./audio_data/voxforge/anonymous-20100125-rky/wav/b0270.wav,female,48000,American English,VoxForge,laptop built,190.4124157530955,46.272774903896966
180,./audio_data/voxforge/anonymous-20120922-ydr/wav/a0244.wav,female,48000,American English,VoxForge,laptop built,227.37465406017046,48.1384391275339
181,./audio_data/voxforge/lindavg-20081007-eym/wav/a0394.wav,female,48000,American English,VoxForge,headset mic,186.92692769811026,51.750089028677614
182,./audio_data/voxforge/glendat-20110921-zhl/wav/b0089.wav,female,48000,American English,VoxForge,headset mic,160.51263269444303,22.011508663329558
183,./audio_data/voxforge/anonymous-20090415-xuj/wav/a0405.wav,female,48000,American English,VoxForge,headset mic,193.3656392167984,43.79146662120537
184,./audio_data/voxforge/anonymous-20110709-hjc/wav/b0437.wav,female,48000,American English,VoxForge,laptop built,201.35566899337192,39.26676722495877
185,./audio_data/voxforge/lindavg-20081007-wxe/wav/a0117.wav,female,48000,American English,VoxForge,headset mic,191.77054306462637,15.801702103246644
186,./audio_data/voxforge/TLC-20091027-ysp/wav/a0026.wav,female,48000,American English,VoxForge,laptop built,204.66148672367865,54.5473285520567
187,./audio_data/voxforge/anonymous-20090917-puz/wav/ar-09.wav,female,48000,American English,VoxForge,laptop built,169.647700832291,30.554924922833855
188,./audio_data/voxforge/anonymous-20111121-zht/wav/rb-35.wav,female,48000,American English,VoxForge,headset mic,262.49965795090145,37.31598106213659
189,./audio_data/voxforge/tdor-20131029-czi/wav/b0271.wav,female,48000,American English,VoxForge,usb desktop boom mic,269.1069375095522,25.17903436931458
190,./audio_data/voxforge/anonymous-20090326-ekm/wav/a0287.wav,female,48000,American English,VoxForge,headset mic,202.08529487114396,18.409082967355147
191,./audio_data/voxforge/anonymous-20140104-cje/wav/a0326.wav,female,48000,American English,VoxForge,laptop built,245.5868133572312,40.534978263998354
192,./audio_data/voxforge/anonymous-20090618-emm/wav/a0003.wav,female,48000,American English,VoxForge,desktop boom mic,179.88607801404635,63.555644553751414
193,./audio_data/voxforge/glendat-20110921-epe/wav/b0227.wav,female,48000,American English,VoxForge,headset mic,175.95632693000292,35.64415086809964
