,filename,gender,sampling_rate,dialect,source,mic_type,pitch,intonation,f1_diff,f2_diff,duration
21,./audio_data/voxforge/monapdx-20130329-vsa/wav/a0220.wav,female,48000,American English,VoxForge,usb headset mic,185.1541905124044,28.32074428262174,64.55845947265625,5.5830078125,4.75
22,./audio_data/voxforge/niimarra-20101103-bgi/wav/a0120.wav,female,48000,American English,VoxForge,laptop built,202.00103120050903,58.06624461106886,6.135978698730469,-30.76631164550781,7.25
23,./audio_data/voxforge/aileen-20080831-dfq/wav/a0396.wav,female,48000,American English,VoxForge,headset mic,228.57498357336735,91.24865105154448,-29.01434326171875,-86.90875244140625,3.1573333333333333
24,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0497.wav,female,48000,American English,VoxForge,headset mic,213.15484223641087,27.37601744288951,17.506540934244793,143.8012491861979,3.75
26,./audio_data/voxforge/apdsqueaky-20151112-juc/wav/b0105.wav,female,48000,American English,VoxForge,usb desktop boom mic,236.4772627722824,60.65885076477989,1.1919206891741072,-111.25040108816964,5.125
27,./audio_data/voxforge/TLC-20091027-ysp/wav/a0028.wav,female,48000,American English,VoxForge,laptop built,167.52829142454772,31.013641497508644,15.575907389322916,-406.9761962890625,4.625
28,./audio_data/voxforge/lindavg-20081007-adc/wav/b0136.wav,female,48000,American English,VoxForge,headset mic,210.10875270182132,51.50975351798046,33.25526210239956,74.24761090959821,4.0
29,./audio_data/voxforge/anonymous-20090917-lvy/wav/a0409.wav,female,48000,American English,VoxForge,laptop built,164.9276647798561,47.55375205307307,0.506842041015625,218.9803466796875,4.75
30,./audio_data/voxforge/allison-20120707-xik/wav/a0185.wav,female,48000,American English,VoxForge,headset mic,184.12772478227032,84.0133694610179,84.11764090401786,-63.97659737723215,4.125
31,./audio_data/voxforge/Anniepoo-20140308-nky/wav/b0078.wav,female,48000,American English,VoxForge,headset mic,140.6832499654083,44.743741047385335,-98.79581996372768,-54.30013602120536,6.375
32,./audio_data/voxforge/bjb-20120409-cao/wav/b0277.wav,female,48000,Canadian English,VoxForge,desktop boom mic,223.9512416248293,68.01564435900056,-126.31414286295572,-68.96400960286458,4.096
33,./audio_data/voxforge/anonymous-20090917-fjn/wav/a0440.wav,female,48000,American English,VoxForge,laptop built,155.19974951508715,46.73028511696142,-26.836435953776043,305.462646484375,3.0
34,./audio_data/voxforge/anonymous-20120427-msw/wav/a0063.wav,female,48000,American English,VoxForge,laptop built,199.0151681211151,67.52979727533688,26.988673618861608,-227.80630929129464,5.625
35,./audio_data/voxforge/becz03-20121205-ixj/wav/a0179.wav,female,48000,American English,VoxForge,headset mic,205.4721844699178,39.0284491717018,11.299700927734374,-20.1894287109375,5.0
36,./audio_data/voxforge/Michelle-20131029-oxi/wav/a0429.wav,female,48000,American English,VoxForge,usb desktop boom mic,264.0209565748883,36.453204618514526,-42.82265145438058,-178.4736328125,7.0
37,./audio_data/voxforge/anonymous-20090917-aiu/wav/b0032.wav,female,48000,American English,VoxForge,laptop built,181.51111363449525,39.93521803778919,31.341471354166668,-315.6424967447917,3.125
38,./audio_data/voxforge/sshick06-20110815-lwv/wav/b0004.wav,female,48000,American English,VoxForge,laptop built,161.1550858207392,25.398642739862066,-110.28882707868304,-2.9654976981026784,5.25
39,./audio_data/voxforge/anonymous-20090618-emm/wav/a0001.wav,female,48000,American English,VoxForge,desktop boom mic,160.08009795497088,50.89668913065234,1.1929524739583333,-17.422892252604168,4.375
40,./audio_data/voxforge/anonymous-20090618-emm/wav/a0002.wav,female,48000,American English,VoxForge,desktop boom mic,193.2089757783629,80.4505619895458,-26.08029452237216,-94.37513316761364,4.25
41,./audio_data/voxforge/anonymous-20100604-qub/wav/b0163.wav,female,48000,American English,VoxForge,laptop built,222.12878125287057,58.049871218492406,13.90771484375,140.67990944602272,7.5
42,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0059.wav,female,48000,American English,VoxForge,headset mic,135.8102835291074,28.48395789208352,0.2549629211425781,-77.03810119628906,4.0
43,./audio_data/voxforge/anonymous-20110826-qjl/wav/a0516.wav,female,48000,American English,VoxForge,usb headset mic,224.676493759989,41.17720139906287,-33.25776890345982,109.84592982700892,5.75
44,./audio_data/voxforge/anonymous-20160104-sjd/wav/a0152.wav,female,48000,American English,VoxForge,laptop built,226.387265559987,63.89112144830292,4.225840250651042,29.336168077256943,6.0
45,./audio_data/voxforge/sfauzia-20100731-nyj/wav/b0105.wav,female,48000,American English,VoxForge,laptop built,229.70221647772533,73.59054443987438,-24.510411580403645,215.24859619140625,4.949333333333334
46,./audio_data/voxforge/anonymous-20110214-lko/wav/b0155.wav,female,48000,American English,VoxForge,laptop built,153.07284237653843,83.33315649545072,3.4263648986816406,-107.51170349121094,7.5
47,./audio_data/voxforge/apdsqueaky-20151112-nij/wav/b0210.wav,female,48000,American English,VoxForge,usb desktop boom mic,223.40345008596125,53.37375363485673,0.9018532889229912,95.56305803571428,5.625
48,./audio_data/voxforge/tandraericson-20140831-pdr/wav/a0198.wav,female,48000,American English,VoxForge,laptop built,206.93587341907488,80.37538555787523,5.226979573567708,-264.2130533854167,5.375
49,./audio_data/voxforge/anonymous-20090917-ppu/wav/a0195.wav,female,48000,American English,VoxForge,laptop built,177.29640845523087,41.274319011748894,-0.3930816650390625,-69.82913208007812,3.25
50,./audio_data/voxforge/Michelle-20131029-oxi/wav/a0431.wav,female,48000,American English,VoxForge,usb desktop boom mic,250.55846535595336,26.22238939842485,59.20264010959201,30.62041558159722,4.75
51,./audio_data/voxforge/anonymous-20090917-bvk/wav/a0014.wav,female,48000,American English,VoxForge,laptop built,144.3663355091498,32.61610691231093,25.080418178013392,168.32393973214286,5.125
52,./audio_data/voxforge/anonymous-20171019-bts/wav/en-0612.wav,female,48000,American English,VoxForge,laptop built,295.8445429323678,116.98909433006573,8.468215942382812,-163.09255981445312,5.859375
53,./audio_data/voxforge/anonymous-20101112-hep/wav/b0363.wav,female,48000,American English,VoxForge,desktop boom mic,278.438383566622,62.85031339476391,10.567301432291666,-219.8499755859375,5.25
54,./audio_data/voxforge/lindavg-20081007-snd/wav/rb-12.wav,female,48000,American English,VoxForge,headset mic,195.26304186091767,54.734950731969256,-8.601971944173178,-7.172078450520833,5.125
55,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0350.wav,female,48000,American English,VoxForge,usb desktop boom mic,267.7224654355984,34.58912938852421,98.04687118530272,-75.15904235839844,5.125
56,./audio_data/voxforge/anonymous-20160104-ert/wav/b0288.wav,female,48000,American English,VoxForge,laptop built,187.42211929501485,41.6483905443627,-0.0625152587890625,74.04288736979167,4.875
57,./audio_data/voxforge/anonymous-20160104-sjd/wav/a0157.wav,female,48000,American English,VoxForge,laptop built,224.71887313545147,92.32233174933468,2.0257175990513394,215.22869001116072,6.875
58,./audio_data/voxforge/anonymous-20090406-ifh/wav/a0241.wav,female,48000,American English,VoxForge,headset mic,210.44929536406116,59.47889813475108,63.79009246826172,-34.21551513671875,3.375
59,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0478.wav,female,48000,American English,VoxForge,headset mic,239.69320812649704,58.16400140313207,97.224853515625,1.1618923611111112,18.625
60,./audio_data/voxforge/KnitGirl-20071113-dil/wav/b0269.wav,female,48000,American English,VoxForge,,217.48061356556252,67.86469753996904,-7.179861886160714,-73.1522216796875,3.875
61,./audio_data/voxforge/anonymous-20110227-cbf/wav/b0050.wav,female,48000,American English,VoxForge,laptop built,177.44333075412894,44.87121975782745,29.415706089564733,-102.5283203125,6.25
62,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0179.wav,female,48000,American English,VoxForge,laptop built,179.08899476165558,51.3385546309234,88.18867797851563,-55.779833984375,3.25
63,./audio_data/voxforge/sarah-20140326-csv/wav/b0139.wav,female,48000,American English,VoxForge,laptop built,170.5830560557876,56.13340603578032,16.675462995256698,26.373256138392858,6.625
64,./audio_data/voxforge/anonymous-20171019-weg/wav/en-0802.wav,female,48000,American English,VoxForge,laptop built,282.6959635745163,82.61764578618042,-39.18280465262277,-93.1334228515625,5.989583333333333
65,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0068.wav,female,48000,American English,VoxForge,headset mic,224.4626961608624,105.53613989726126,70.80120849609375,-69.90033830915179,3.0
66,./audio_data/voxforge/allison-20120707-xik/wav/a0180.wav,female,48000,American English,VoxForge,headset mic,208.5237442811212,63.35313991027129,-34.95300801595052,39.18784586588541,4.375
67,./audio_data/voxforge/anonymous-20171019-jov/wav/en-0121.wav,female,48000,American English,VoxForge,laptop built,294.3853753899389,100.41092752013202,-3.2412007649739585,73.39345296223958,5.208333333333333
68,./audio_data/voxforge/bjb-20120409-cao/wav/b0278.wav,female,48000,Canadian English,VoxForge,desktop boom mic,204.96225312606293,28.329685814355063,-119.83916625976562,-265.6689086914063,4.224
69,./audio_data/voxforge/apdsqueaky-20151112-nij/wav/b0207.wav,female,48000,American English,VoxForge,usb desktop boom mic,241.6985338607564,65.07204015330106,32.47403462727865,-9.5184326171875,3.75
70,./audio_data/voxforge/lindavg-20081007-lxd/wav/a0308.wav,female,48000,American English,VoxForge,headset mic,205.9742667987812,33.59886689194297,146.17163848876953,-93.87161254882812,5.125
71,./audio_data/voxforge/Anniepoo-20140308-xot/wav/b0175.wav,female,48000,American English,VoxForge,headset mic,186.71794169748992,141.09901125172016,-41.59936959402902,-237.68287876674108,4.375
72,./audio_data/voxforge/anonymous-20120302-whq/wav/a0089.wav,female,48000,American English,VoxForge,laptop built,211.48808878502965,51.14324932079523,185.1221923828125,210.48486328125,4.25
73,./audio_data/voxforge/ETT-20090329-typ/wav/a0408.wav,female,48000,American English,VoxForge,laptop built,119.5918813561562,12.771517676508896,-70.5037841796875,-231.4937472873264,5.625
74,./audio_data/voxforge/anonymous-20090406-evj/wav/a0211.wav,female,48000,American English,VoxForge,headset mic,203.98789756334787,60.22830966682552,44.10698075727983,38.23631702769887,5.375
75,./audio_data/voxforge/anonymous-20101110-wkc/wav/a0182.wav,female,48000,American English,VoxForge,usb headset mic,154.03177372941707,24.362709859422772,53.932047526041664,112.01725260416669,3.75
76,./audio_data/voxforge/anonymous-20140104-cje/wav/a0327.wav,female,48000,American English,VoxForge,laptop built,224.0494476177574,47.84990670638452,-6.735515247691762,-146.12886186079547,4.875
77,./audio_data/voxforge/anonymous-20090406-evj/wav/a0205.wav,female,48000,American English,VoxForge,headset mic,216.5807083182448,31.03636775731418,11.163177490234377,14.6639404296875,2.75
78,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0264.wav,female,48000,American English,VoxForge,laptop built,254.75313139039304,102.03129356201332,87.39585571289062,-26.9918701171875,4.25
79,./audio_data/voxforge/jlrice9673-20090625-len/wav/b0124.wav,female,48000,American English,VoxForge,headset mic,227.2062795408657,90.13089491261805,13.53614668412642,65.85910866477273,5.0
80,./audio_data/voxforge/almotter-20110721-yaa/wav/b0028.wav,female,48000,American English,VoxForge,usb headset mic,185.2181144783112,46.28265291778993,48.70414352416992,-0.444976806640625,5.375
81,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0269.wav,female,48000,American English,VoxForge,laptop built,232.8668172593813,71.2580191358515,-7.165339878627232,-84.54178292410714,5.125
82,./audio_data/voxforge/jlrice9673-20090625-xai/wav/a0059.wav,female,48000,American English,VoxForge,headset mic,199.71246872994143,75.64172610320718,67.33597310384114,98.1292724609375,2.894875
83,./audio_data/voxforge/sshick06-20110815-lwv/wav/a0591.wav,female,48000,American English,VoxForge,laptop built,182.0900232551108,35.11471267703772,-37.527750651041664,-263.8352457682292,4.0
84,./audio_data/voxforge/anonymous-20140104-wcg/wav/b0434.wav,female,48000,American English,VoxForge,laptop built,255.9840029710884,41.55836292209784,71.021826171875,3.288818359375,5.0
85,./audio_data/voxforge/anonymous-20140104-cje/wav/a0328.wav,female,48000,American English,VoxForge,laptop built,242.26129514770676,83.24428249375218,65.55076381138393,-274.6500680106027,5.5
86,./audio_data/voxforge/anonymous-20090917-fjn/wav/a0437.wav,female,48000,American English,VoxForge,laptop built,185.57944674654595,39.37607375925204,21.73963810847356,-60.45840219350961,7.0
87,./audio_data/voxforge/anonymous-20110323-vro/wav/a0445.wav,female,48000,Canadian English,VoxForge,usb headset mic,180.3338632610622,92.53683258553902,-3.7978363037109375,88.09353637695312,5.125
88,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/rb-01.wav,female,48000,American English,VoxForge,headset mic,204.1741776480162,80.51988153102438,14.849728393554688,-53.81140747070312,5.875
89,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0498.wav,female,48000,American English,VoxForge,headset mic,196.05018741930692,19.595269151888544,14.376319885253906,-38.38296508789063,2.625
90,./audio_data/voxforge/aileen-20080831-ema/wav/a0378.wav,female,48000,American English,VoxForge,headset mic,234.54227928104595,113.71737333803608,3.284978230794271,-218.8215840657552,3.584
91,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0359.wav,female,48000,American English,VoxForge,laptop built,183.0456387646757,39.42692217423856,-55.76768711635045,-101.89505440848214,4.5
92,./audio_data/voxforge/lindavg-20081007-lxd/wav/a0311.wav,female,48000,American English,VoxForge,headset mic,227.30576530495296,54.73934398173006,-143.1510213216146,113.74993896484376,3.125
94,./audio_data/voxforge/anonymous-20080621-img/wav/b0014.wav,female,48000,American English,VoxForge,laptop built,219.21323162124528,100.35377793687042,-34.74925537109375,-149.7791259765625,5.494041666666667
95,./audio_data/voxforge/ShellyTerrell-20101007-fzt/wav/a0152.wav,female,48000,American English,VoxForge,laptop built,210.3857730553512,43.139687691851925,163.1138441297743,-179.15006510416666,5.125
96,./audio_data/voxforge/anonymous-20090917-vwy/wav/b0307.wav,female,48000,American English,VoxForge,laptop built,212.6416482889199,66.179897436644,-60.10038896040483,-87.67775656960227,6.125
97,./audio_data/voxforge/kristenwegner-20120217-gdx/wav/a0498.wav,female,48000,American English,VoxForge,laptop built,163.2248054941411,42.99816104813106,-60.949989318847656,-86.913330078125,5.0
98,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0061.wav,female,48000,American English,VoxForge,headset mic,149.45496552475166,100.20811958922272,-16.50519307454427,-209.68218994140625,4.625
99,./audio_data/voxforge/Melissa-20081211-qhg/wav/b0523.wav,female,48000,American English,VoxForge,laptop built,179.41674820420678,47.83482859428947,14.04931640625,263.4866129557292,5.5
100,./audio_data/voxforge/apdsqueaky-20151112-wjo/wav/a0561.wav,female,48000,American English,VoxForge,usb desktop boom mic,234.16040717004472,65.78287723019207,58.10524680397727,-149.2403897372159,6.0
101,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0499.wav,female,48000,American English,VoxForge,headset mic,194.494066258671,21.283732227622984,32.851539611816406,68.67483520507812,2.875
102,./audio_data/voxforge/anonymous-20110709-hjc/wav/b0445.wav,female,48000,American English,VoxForge,laptop built,204.58748248535483,54.40409338764432,36.21586778428819,72.37586805555556,5.125
103,./audio_data/voxforge/becz03-20121205-yzd/wav/b0072.wav,female,48000,American English,VoxForge,laptop built,193.3572787589092,41.6201995651046,-52.06609671456473,-75.49802943638393,5.375
104,./audio_data/voxforge/anonymous-20160104-bhb/wav/b0402.wav,female,48000,American English,VoxForge,laptop built,205.55415599678037,58.39619284295815,41.8697255452474,-130.35801696777344,6.75
105,./audio_data/voxforge/anonymous-20090917-frf/wav/ar-08.wav,female,48000,American English,VoxForge,laptop built,177.297673229647,70.75042500182158,20.03721757368608,-126.73148415305398,6.625
106,./audio_data/voxforge/sarah-20140326-csv/wav/b0142.wav,female,48000,American English,VoxForge,laptop built,168.73008051319965,47.23462098300365,66.088916015625,-258.33563232421875,7.875
107,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0484.wav,female,48000,American English,VoxForge,headset mic,233.21366846876597,88.80941075157814,23.7150146484375,28.2776123046875,16.75
108,./audio_data/voxforge/tandraericson-20140831-pdr/wav/a0200.wav,female,48000,American English,VoxForge,laptop built,194.58298795648264,58.49275454946205,38.93611145019531,11.825637817382812,5.5
109,./audio_data/voxforge/katthernandez-20101031-byc/wav/b0173.wav,female,48000,American English,VoxForge,laptop built,164.4344065222628,36.88329274616329,24.7403564453125,130.0589599609375,4.5
110,./audio_data/voxforge/jlrice9673-20090625-len/wav/b0125.wav,female,48000,American English,VoxForge,headset mic,213.35834823123585,101.49579758217511,30.02973090277778,67.40737575954861,5.0
111,./audio_data/voxforge/anonymous-20120302-zyn/wav/a0347.wav,female,48000,American English,VoxForge,laptop built,230.95602481806927,42.762795114294526,49.86671031605113,-40.04320179332387,5.875
112,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0176.wav,female,48000,American English,VoxForge,laptop built,199.4059449730589,31.667029742716664,138.53317260742188,53.87937418619792,3.0
113,./audio_data/voxforge/anonymous-20100716-lmq/wav/b0033.wav,female,48000,American English,VoxForge,headset mic,189.58640772403788,28.43947181312538,-67.28956604003906,-248.71173095703125,5.125
114,./audio_data/voxforge/sakurairo-20120315-pit/wav/b0268.wav,female,48000,American English,VoxForge,headset mic,214.74254022601025,55.98428282714698,-40.88072204589844,-169.3656463623047,5.375
115,./audio_data/voxforge/almotter-20110721-yaa/wav/b0026.wav,female,48000,American English,VoxForge,usb headset mic,200.6695306843021,43.680551760465725,19.224639892578125,-80.92375183105469,4.375
116,./audio_data/voxforge/Melissa-20081211-qhg/wav/b0530.wav,female,48000,American English,VoxForge,laptop built,182.03511229280127,30.39148332936378,18.12157821655273,-45.10624694824219,5.75
117,./audio_data/voxforge/apdsqueaky-20151112-juc/wav/b0112.wav,female,48000,American English,VoxForge,usb desktop boom mic,247.7402750170661,71.60106354086149,-24.49398803710937,-3.4950103759765625,5.0
118,./audio_data/voxforge/anonymous-20111121-quz/wav/a0279.wav,female,48000,American English,VoxForge,headset mic,256.11091487520935,71.16194290724826,16.793418884277344,76.65032958984375,4.375
119,./audio_data/voxforge/tandraericson-20140831-rjx/wav/a0287.wav,female,48000,American English,VoxForge,laptop built,201.23482601936036,73.48112493366428,14.502456665039062,-76.59243774414062,3.875
120,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0253.wav,female,48000,American English,VoxForge,headset mic,220.07984953760047,116.996108144927,69.90821422230114,65.62589888139205,4.125
121,./audio_data/voxforge/sfauzia-20100731-nyj/wav/b0096.wav,female,48000,American English,VoxForge,laptop built,273.5225499645551,90.92672931784922,73.35431671142578,-16.505889892578125,4.266666666666667
122,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0519.wav,female,48000,American English,VoxForge,headset mic,222.12202629481465,82.48211004432952,-55.502705891927086,172.78914388020834,2.0
123,./audio_data/voxforge/tdor-20131029-hdz/wav/b0193.wav,female,48000,American English,VoxForge,usb desktop boom mic,272.48625159983595,68.7757566649249,-144.718017578125,-101.53438313802084,4.375
124,./audio_data/voxforge/anonymous-20081026-ewe/wav/rp-02.wav,female,48000,American English,VoxForge,laptop built,162.02233013528624,45.30349508445105,84.94817679268974,196.0892333984375,2.125
125,./audio_data/voxforge/anonymous-20090406-ifh/wav/a0240.wav,female,48000,American English,VoxForge,headset mic,212.9307110950649,86.54648420730611,-65.10326385498047,171.64553833007812,3.375
126,./audio_data/voxforge/anonymous-20100604-qub/wav/b0160.wav,female,48000,American English,VoxForge,laptop built,205.0149578081333,59.11227629885118,37.63208770751953,-60.78140258789063,7.785354166666667
127,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-20.wav,female,48000,American English,VoxForge,usb headset mic,253.3500117390274,43.50096546177498,30.512056350708008,115.89680480957033,6.25
128,./audio_data/voxforge/Velvet-20131027-fwx/wav/rp-14.wav,female,48000,American English,VoxForge,usb headset mic,167.64346964875782,39.27496820852832,-45.70740356445312,-63.5282470703125,6.875
129,./audio_data/voxforge/sarah-20140107-klo/wav/a0435.wav,female,48000,American English,VoxForge,headset mic,354.4367637280932,53.81262522247429,-202.276611328125,307.060302734375,5.625
130,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0360.wav,female,48000,American English,VoxForge,laptop built,179.01631930056462,32.31198151807611,-2.010894775390625,-59.54361979166666,6.0
131,./audio_data/voxforge/anonymous-20090917-tgz/wav/ar-17.wav,female,48000,American English,VoxForge,laptop built,187.3034849496952,84.79154393534195,-34.36570485432943,-92.00879414876302,6.0
132,./audio_data/voxforge/anonymous-20120922-ydr/wav/a0250.wav,female,48000,American English,VoxForge,laptop built,252.09981534444893,49.76525610881847,83.51064046223958,21.177254231770835,6.75
133,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0355.wav,female,48000,American English,VoxForge,usb desktop boom mic,262.82778890520456,22.02800090121056,-96.3177989612926,-148.9913995916193,5.75
134,./audio_data/voxforge/anonymous-20080621-gtr/wav/a0445.wav,female,48000,American English,VoxForge,laptop built,195.7047494299298,34.832650632790134,-97.25533040364584,-114.19925944010416,2.9158333333333335
135,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-18.wav,female,48000,American English,VoxForge,usb headset mic,239.78713812373533,69.53062551149537,-25.420021750710227,122.8003096147017,7.0
136,./audio_data/voxforge/Melissa-20081211-ehn/wav/b0377.wav,female,48000,American English,VoxForge,laptop built,182.5467979184286,33.79087190800173,-19.53075493706597,-232.05056423611111,5.625
137,./audio_data/voxforge/tdor-20131029-czi/wav/b0268.wav,female,48000,American English,VoxForge,usb desktop boom mic,254.95733529021825,61.874317411212935,80.9199930826823,11.213185628255207,4.875
138,./audio_data/voxforge/anonymous-20160104-pdj/wav/a0520.wav,female,48000,American English,VoxForge,laptop built,191.49208567019875,45.56244941457526,12.51078578404018,-58.44008091517857,6.625
139,./audio_data/voxforge/anonymous-20090917-xwg/wav/b0325.wav,female,48000,American English,VoxForge,laptop built,192.5940532914948,82.62718403645032,24.423259735107425,187.6419982910156,4.0
140,./audio_data/voxforge/Anniepoo-20140308-nky/wav/b0076.wav,female,48000,American English,VoxForge,headset mic,157.0531764577856,63.29365454555877,-54.445255533854166,-263.9334757486979,7.25
142,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/ar-23.wav,female,48000,American English,VoxForge,headset mic,203.42772590694292,38.41035191386333,-10.886380876813616,130.72394670758928,6.5
143,./audio_data/voxforge/lindavg-20081007-trz/wav/a0263.wav,female,48000,American English,VoxForge,headset mic,205.6103382404546,63.31653347312451,42.73443603515625,128.80615234375,3.25
144,./audio_data/voxforge/anonymous-20090917-ztw/wav/b0155.wav,female,48000,American English,VoxForge,laptop built,195.5874022623428,56.02467970025124,-25.776153564453125,-129.4191131591797,4.5
145,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0073.wav,female,48000,American English,VoxForge,headset mic,194.0103325007012,45.85051015541228,1.9193642356178977,-12.485573508522728,4.625
146,./audio_data/voxforge/lindavg-20081007-ocy/wav/b0521.wav,female,48000,American English,VoxForge,headset mic,208.7072031141652,78.75129029777578,27.8480224609375,105.4343017578125,3.75
147,./audio_data/voxforge/anonymous-20090326-ekm/wav/a0288.wav,female,48000,American English,VoxForge,headset mic,226.45266855706768,63.88332650438556,6.523675537109375,106.7794677734375,4.0
148,./audio_data/voxforge/anonymous-20120427-msw/wav/a0069.wav,female,48000,American English,VoxForge,laptop built,193.94501380710065,70.01873179931296,51.70538330078125,-155.7799072265625,5.125
149,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0256.wav,female,48000,American English,VoxForge,headset mic,189.28061592574275,61.780103647865054,31.7831337668679,142.6588467684659,4.0
150,./audio_data/voxforge/lindavg-20081007-adc/wav/b0133.wav,female,48000,American English,VoxForge,headset mic,204.50301767555305,16.015970261805023,-14.243111746651786,-31.289908272879465,4.375
151,./audio_data/voxforge/anonymous-20110424-pzj/wav/a0208.wav,female,48000,American English,VoxForge,laptop built,224.2825651902976,87.28260939352967,40.20382690429688,-127.11175537109376,6.25
